Ticker,Nama,Type,Region,Sector Yahoo,Industry Yahoo,Sektor IHSG
APLN.JK,Agung Podomoro Land Tbk.,Stock,Indonesia,Real Estate,Real Estate - Development,8. Property
ARCI.JK,Archi Indonesia Tbk.,Stock,Indonesia,Basic Materials,Gold,2. Basic Materials
AREA.JK,Dunia Virtual Online Tbk.,Stock,Indonesia,Technology,Information Technology Services,9. Technology
ARGO.JK,Argo Pantes Tbk,Stock,Indonesia,Consumer Cyclical,Textile Manufacturing,5. Non Primer
ARII.JK,Atlas Resources Tbk.,Stock,Indonesia,Energy,Thermal Coal,1. Energy
ARKA.JK,Arkha Jayanti Persada Tbk.,Stock,Indonesia,Industrials,Specialty Business Services,3. Industrials
ARKO.JK,Arkora Hydro Tbk.,Stock,Indonesia,Utilities,Utilities - Renewable,10. Infrastructure
ARMY.JK,Armidian Karyatama Tbk.,Stock,Indonesia,,,Unknown
ARNA.JK,Arwana Citramulia Tbk.,Stock,Indonesia,Industrials,Building Products & Equipment,3. Industrials
ARTA.JK,Arthavest Tbk,Stock,Indonesia,Consumer Cyclical,Lodging,5. Non Primer
ARTI.JK,Ratu Prabu Energi Tbk,Stock,Indonesia,Energy,Oil & Gas Equipment & Services,1. Energy
ARTO.JK,Bank Jago Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
ASBI.JK,Asuransi Bintang Tbk.,Stock,Indonesia,Financial Services,Insurance - Diversified,7. Finance
ASDM.JK,Asuransi Dayin Mitra Tbk.,Stock,Indonesia,Financial Services,Insurance - Diversified,7. Finance
ASGR.JK,Astra Graphia Tbk.,Stock,Indonesia,Industrials,Specialty Business Services,3. Industrials
ASHA.JK,Cilacap Samudera Fishing Indus,Stock,Indonesia,Consumer Defensive,Farm Products,4. Konsumen Primer
ASII.JK,Astra International Tbk.,Stock,Indonesia,Industrials,Conglomerates,3. Industrials
ASJT.JK,Asuransi Jasa Tania Tbk.,Stock,Indonesia,Financial Services,Insurance - Property & Casualty,7. Finance
ASLC.JK,Autopedia Sukses Lestari Tbk.,Stock,Indonesia,Consumer Cyclical,Auto & Truck Dealerships,5. Non Primer
ASLI.JK,Asri Karya Lestari Tbk.,Stock,Indonesia,Industrials,Engineering & Construction,10. Infrastructure
ASMI.JK,Asuransi Maximus Graha Persada,Stock,Indonesia,Financial Services,Insurance - Property & Casualty,7. Finance
ASPI.JK,Andalan Sakti Primaindo Tbk.,Stock,Indonesia,Consumer Cyclical,Residential Construction,5. Non Primer
ASRI.JK,Alam Sutera Realty Tbk.,Stock,Indonesia,Real Estate,Real Estate - Development,8. Property
ASRM.JK,Asuransi Ramayana Tbk.,Stock,Indonesia,Financial Services,Insurance - Property & Casualty,7. Finance
ASSA.JK,Adi Sarana Armada Tbk.,Stock,Indonesia,Industrials,Rental & Leasing Services,3. Industrials
ATAP.JK,Trimitra Prawara Goldland Tbk.,Stock,Indonesia,Consumer Cyclical,Residential Construction,5. Non Primer
ATIC.JK,Anabatic Technologies Tbk.,Stock,Indonesia,Technology,Information Technology Services,9. Technology
ATLA.JK,Atlantis Subsea Indonesia Tbk.,Stock,Indonesia,Energy,Oil & Gas Equipment & Services,1. Energy
AUTO.JK,Astra Otoparts Tbk.,Stock,Indonesia,Consumer Cyclical,Auto Parts,5. Non Primer
AVIA.JK,Avia Avian Tbk.,Stock,Indonesia,Basic Materials,Specialty Chemicals,2. Basic Materials
AWAN.JK,Era Digital Media Tbk.,Stock,Indonesia,Communication Services,Internet Content & Information,10. Infrastructure
AXIO.JK,Tera Data Indonusa Tbk.,Stock,Indonesia,Technology,Computer Hardware,9. Technology
AYAM.JK,Janu Putra Sejahtera Tbk.,Stock,Indonesia,Consumer Defensive,Farm Products,4. Konsumen Primer
AYLS.JK,Agro Yasa Lestari Tbk.,Stock,Indonesia,Consumer Defensive,Food Distribution,4. Konsumen Primer
PTBA.JK,Bukit Asam Tbk.,Stock,Indonesia,Energy,Thermal Coal,1. Energy
BABP.JK,Bank MNC Internasional Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BABY.JK,Multitrend Indo Tbk.,Stock,Indonesia,Consumer Cyclical,Apparel Retail,5. Non Primer
BACA.JK,Bank Capital Indonesia Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BAIK.JK,Bersama Mencapai Puncak Tbk.,Stock,Indonesia,Consumer Cyclical,Restaurants,5. Non Primer
BAJA.JK,Saranacentral Bajatama Tbk.,Stock,Indonesia,Basic Materials,Steel,2. Basic Materials
BALI.JK,Bali Towerindo Sentra Tbk.,Stock,Indonesia,Communication Services,Telecom Services,10. Infrastructure
BANK.JK,Bank Aladin Syariah Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BAPA.JK,Bekasi Asri Pemula Tbk.,Stock,Indonesia,Real Estate,Real Estate - Development,8. Property
BAPI.JK,Bhakti Agung Propertindo Tbk.,Stock,Indonesia,Real Estate,Real Estate - Development,8. Property
BATA.JK,Sepatu Bata Tbk.,Stock,Indonesia,Consumer Cyclical,Footwear & Accessories,5. Non Primer
BATR.JK,Benteng Api Technic Tbk.,Stock,Indonesia,Basic Materials,Building Materials,2. Basic Materials
BAUT.JK,Mitra Angkasa Sejahtera Tbk.,Stock,Indonesia,Industrials,Tools & Accessories,3. Industrials
BAYU.JK,Bayu Buana Tbk,Stock,Indonesia,Consumer Cyclical,Travel Services,5. Non Primer
BBCA.JK,Bank Central Asia Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BBHI.JK,Allo Bank Indonesia Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BBKP.JK,Bank KB Bukopin Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BBLD.JK,Buana Finance Tbk.,Stock,Indonesia,Financial Services,Credit Services,7. Finance
BBMD.JK,Bank Mestika Dharma Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BBNI.JK,Bank Negara Indonesia (Persero) Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BBRI.JK,Bank Rakyat Indonesia (Persero) Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BBRM.JK,Pelayaran Nasional Bina Buana,Stock,Indonesia,Industrials,Marine Shipping,11. Transportation
BBSI.JK,Krom Bank Indonesia Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BBSS.JK,Bumi Benowo Sukses Sejahtera T,Stock,Indonesia,Industrials,Engineering & Construction,10. Infrastructure
BBTN.JK,Bank Tabungan Negara (Persero),Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BBYB.JK,Bank Neo Commerce Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BCAP.JK,MNC Kapital Indonesia Tbk.,Stock,Indonesia,Financial Services,Financial Conglomerates,7. Finance
BCIC.JK,Bank JTrust Indonesia Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BCIP.JK,Bumi Citra Permai Tbk.,Stock,Indonesia,Real Estate,Real Estate - Development,8. Property
BDKR.JK,Berdikari Pondasi Perkasa Tbk.,Stock,Indonesia,Industrials,Engineering & Construction,10. Infrastructure
BDMN.JK,Bank Danamon Indonesia Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BEBS.JK,Berkah Beton Sadaya Tbk.,Stock,Indonesia,Basic Materials,Building Materials,2. Basic Materials
BEEF.JK,Estika Tata Tiara Tbk.,Stock,Indonesia,Consumer Defensive,Packaged Foods,4. Konsumen Primer
BEER.JK,Jobubu Jarum Minahasa Tbk.,Stock,Indonesia,Consumer Defensive,Beverages - Wineries & Distilleries,4. Konsumen Primer
BEKS.JK,Bank Pembangunan Daerah Banten,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BELI.JK,Global Digital Niaga Tbk.,Stock,Indonesia,Consumer Cyclical,Internet Retail,5. Non Primer
BELL.JK,Trisula Textile Industries Tbk,Stock,Indonesia,Consumer Cyclical,Textile Manufacturing,5. Non Primer
BESS.JK,Batulicin Nusantara Maritim Tb,Stock,Indonesia,Industrials,Marine Shipping,11. Transportation
BEST.JK,Bekasi Fajar Industrial Estate,Stock,Indonesia,Real Estate,Real Estate Services,8. Property
BFIN.JK,BFI Finance Indonesia Tbk.,Stock,Indonesia,Financial Services,Credit Services,7. Finance
BGTG.JK,Bank Ganesha Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BHAT.JK,Bhakti Multi Artha Tbk.,Stock,Indonesia,Financial Services,Insurance - Life,7. Finance
BHIT.JK,MNC Asia Holding Tbk.,Stock,Indonesia,Communication Services,Entertainment,10. Infrastructure
BIKA.JK,Binakarya Jaya Abadi Tbk.,Stock,Indonesia,Real Estate,Real Estate - Development,8. Property
BIKE.JK,Sepeda Bersama Indonesia Tbk.,Stock,Indonesia,Consumer Cyclical,Leisure,5. Non Primer
BIMA.JK,Primarindo Asia Infrastructure,Stock,Indonesia,Consumer Cyclical,Footwear & Accessories,5. Non Primer
BINA.JK,Bank Ina Perdana Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BINO.JK,Perma Plasindo Tbk.,Stock,Indonesia,Industrials,Business Equipment & Supplies,3. Industrials
BIPI.JK,Astrindo Nusantara Infrastrukt,Stock,Indonesia,Industrials,Infrastructure Operations,10. Infrastructure
BIPP.JK,Bhuwanatala Indah Permai Tbk.,Stock,Indonesia,Real Estate,Real Estate - Diversified,8. Property
BIRD.JK,Blue Bird Tbk.,Stock,Indonesia,Industrials,Railroads,11. Transportation
BISI.JK,BISI International Tbk.,Stock,Indonesia,Basic Materials,Agricultural Inputs,2. Basic Materials
BJBR.JK,Bank Pembangunan Daerah Jawa B,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BJTM.JK,Bank Pembangunan Daerah Jawa T,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BKDP.JK,Bukit Darmo Property Tbk.,Stock,Indonesia,Real Estate,Real Estate Services,8. Property
BKSL.JK,Sentul City Tbk.,Stock,Indonesia,Real Estate,Real Estate - Development,8. Property
BKSW.JK,Bank QNB Indonesia Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BLES.JK,Superior Prima Sukses Tbk.,Stock,Indonesia,Basic Materials,Building Materials,2. Basic Materials
BLTA.JK,Berlian Laju Tanker Tbk,Stock,Indonesia,Industrials,Marine Shipping,11. Transportation
BLTZ.JK,Graha Layar Prima Tbk.,Stock,Indonesia,Communication Services,Entertainment,10. Infrastructure
BLUE.JK,Berkah Prima Perkasa Tbk.,Stock,Indonesia,Technology,Electronics & Computer Distribution,9. Technology
BMAS.JK,Bank Maspion Indonesia Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BMBL.JK,Lavender Bina Cendikia Tbk.,Stock,Indonesia,Consumer Defensive,Education & Training Services,4. Konsumen Primer
BMHS.JK,Bundamedik Tbk.,Stock,Indonesia,Healthcare,Medical Care Facilities,6. Healthcare
BMRI.JK,Bank Mandiri (Persero) Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BMSR.JK,Bintang Mitra Semestaraya Tbk,Stock,Indonesia,Basic Materials,Chemicals,2. Basic Materials
BMTR.JK,Global Mediacom Tbk.,Stock,Indonesia,Communication Services,Entertainment,10. Infrastructure
BNBA.JK,Bank Bumi Arta Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BNBR.JK,Bakrie & Brothers Tbk,Stock,Indonesia,Industrials,Conglomerates,3. Industrials
BNGA.JK,Bank CIMB Niaga Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BNII.JK,Bank Maybank Indonesia Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BNLI.JK,Bank Permata Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BOAT.JK,Newport Marine Services Tbk.,Stock,Indonesia,Energy,Oil & Gas Drilling,1. Energy
BOBA.JK,Formosa Ingredient Factory Tbk,Stock,Indonesia,Consumer Defensive,Packaged Foods,4. Konsumen Primer
BOGA.JK,Bintang Oto Global Tbk.,Stock,Indonesia,Consumer Cyclical,Auto & Truck Dealerships,5. Non Primer
BOLA.JK,Bali Bintang Sejahtera Tbk.,Stock,Indonesia,Communication Services,Entertainment,10. Infrastructure
BOLT.JK,Garuda Metalindo Tbk.,Stock,Indonesia,Industrials,Tools & Accessories,3. Industrials
BOSS.JK,Borneo Olah Sarana Sukses Tbk.,Stock,Indonesia,,,Unknown
BPFI.JK,Woori Finance Indonesia Tbk.,Stock,Indonesia,Financial Services,Credit Services,7. Finance
BPII.JK,Batavia Prosperindo Internasio,Stock,Indonesia,Financial Services,Asset Management,7. Finance
BPTR.JK,Batavia Prosperindo Trans Tbk.,Stock,Indonesia,Industrials,Rental & Leasing Services,3. Industrials
BRPT.JK,Barito Pacific Tbk.,Stock,Indonesia,Basic Materials,Chemicals,2. Basic Materials
BRAM.JK,Indo Kordsa Tbk.,Stock,Indonesia,Consumer Cyclical,Textile Manufacturing,5. Non Primer
BREN.JK,Barito Renewables Energy Tbk.,Stock,Indonesia,Utilities,Utilities - Renewable,10. Infrastructure
BRIS.JK,Bank Syariah Indonesia Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BRMS.JK,Bumi Resources Minerals Tbk.,Stock,Indonesia,Basic Materials,Other Industrial Metals & Mining,2. Basic Materials
BRNA.JK,Berlina Tbk.,Stock,Indonesia,Consumer Cyclical,Packaging & Containers,5. Non Primer
BSBK.JK,Wulandari Bangun Laksana Tbk.,Stock,Indonesia,Real Estate,Real Estate - Development,8. Property
BSDE.JK,Bumi Serpong Damai Tbk.,Stock,Indonesia,Real Estate,Real Estate - Development,8. Property
BSIM.JK,Bank Sinarmas Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BSML.JK,Bintang Samudera Mandiri Lines,Stock,Indonesia,Industrials,Marine Shipping,11. Transportation
BSSR.JK,Baramulti Suksessarana Tbk.,Stock,Indonesia,Energy,Thermal Coal,1. Energy
BSWD.JK,Bank Of India Indonesia Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BTEK.JK,Bumi Teknokultura Unggul Tbk,Stock,Indonesia,Consumer Defensive,Farm Products,4. Konsumen Primer
BTEL.JK,Bakrie Telecom Tbk.,Stock,Indonesia,,,Unknown
BTON.JK,Betonjaya Manunggal Tbk.,Stock,Indonesia,Basic Materials,Steel,2. Basic Materials
BTPN.JK,Bank SMBC Indonesia Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BTPS.JK,Bank BTPN Syariah Tbk.,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BUAH.JK,Segar Kumala Indonesia Tbk.,Stock,Indonesia,Consumer Defensive,Food Distribution,4. Konsumen Primer
BUDI.JK,Budi Starch & Sweetener Tbk.,Stock,Indonesia,Consumer Defensive,Packaged Foods,4. Konsumen Primer
BUKA.JK,Bukalapak.com Tbk.,Stock,Indonesia,Consumer Cyclical,Internet Retail,5. Non Primer
BUKK.JK,Bukaka Teknik Utama Tbk.,Stock,Indonesia,Industrials,Engineering & Construction,10. Infrastructure
BULL.JK,Buana Lintas Lautan Tbk.,Stock,Indonesia,Industrials,Marine Shipping,11. Transportation
BUMI.JK,Bumi Resources Tbk.,Stock,Indonesia,Energy,Thermal Coal,1. Energy
BUVA.JK,Bukit Uluwatu Villa Tbk.,Stock,Indonesia,Consumer Cyclical,Lodging,5. Non Primer
BVIC.JK,Bank Victoria International Tb,Stock,Indonesia,Financial Services,Banks - Regional,7. Finance
BWPT.JK,Eagle High Plantations Tbk.,Stock,Indonesia,Consumer Defensive,Packaged Foods,4. Konsumen Primer
BYAN.JK,Bayan Resources Tbk.,Stock,Indonesia,Energy,Thermal Coal,1. Energy
CAKK.JK,Cahayaputra Asa Keramik Tbk.,Stock,Indonesia,Industrials,Building Products & Equipment,3. Industrials
CAMP.JK,Campina Ice Cream Industry Tbk,Stock,Indonesia,Consumer Defensive,Packaged Foods,4. Konsumen Primer
CANI.JK,Capitol Nusantara Indonesia Tb,Stock,Indonesia,Industrials,Marine Shipping,11. Transportation
CARE.JK,Metro Healthcare Indonesia Tbk,Stock,Indonesia,Healthcare,Medical Care Facilities,6. Healthcare
CARS.JK,Industri dan Perdagangan Bintr,Stock,Indonesia,Consumer Cyclical,Auto & Truck Dealerships,5. Non Primer
CASA.JK,Capital Financial Indonesia Tb,Stock,Indonesia,Financial Services,Insurance - Life,7. Finance
CASH.JK,Cashlez Worldwide Indonesia Tb,Stock,Indonesia,Industrials,Business Equipment & Supplies,3. Industrials
CASS.JK,Cardig Aero Services Tbk.,Stock,Indonesia,Industrials,Airports & Air Services,3. Industrials
CBMF.JK,Cahaya Bintang Medan Tbk.,Stock,Indonesia,,,Unknown
CBPE.JK,Citra Buana Prasida Tbk.,Stock,Indonesia,Real Estate,Real Estate - Development,8. Property
CBRE.JK,Cakra Buana Resources Energi T,Stock,Indonesia,Industrials,Marine Shipping,11. Transportation
CBUT.JK,Citra Borneo Utama Tbk.,Stock,Indonesia,Consumer Defensive,Packaged Foods,4. Konsumen Primer
CCSI.JK,Communication Cable Systems In,Stock,Indonesia,Technology,Communication Equipment,9. Technology
CEKA.JK,Wilmar Cahaya Indonesia Tbk.,Stock,Indonesia,Consumer Defensive,Packaged Foods,4. Konsumen Primer
CENT.JK,Centratama Telekomunikasi Indo,Stock,Indonesia,Communication Services,Telecom Services,10. Infrastructure
CFIN.JK,Clipan Finance Indonesia Tbk.,Stock,Indonesia,Financial Services,Credit Services,7. Finance
CGAS.JK,Citra Nusantara Gemilang Tbk.,Stock,Indonesia,Energy,Oil & Gas Refining & Marketing,1. Energy
CHEM.JK,Chemstar Indonesia Tbk.,Stock,Indonesia,Basic Materials,Specialty Chemicals,2. Basic Materials
CHIP.JK,Pelita Teknologi Global Tbk.,Stock,Indonesia,Communication Services,Telecom Services,10. Infrastructure
CINT.JK,Chitose Internasional Tbk.,Stock,Indonesia,Consumer Cyclical,"Furnishings, Fixtures & Appliances",5. Non Primer
CITA.JK,Cita Mineral Investindo Tbk.,Stock,Indonesia,Basic Materials,Other Industrial Metals & Mining,2. Basic Materials
CITY.JK,Natura City Developments Tbk.,Stock,Indonesia,Real Estate,Real Estate - Development,8. Property
CLAY.JK,Citra Putra Realty Tbk.,Stock,Indonesia,Consumer Cyclical,Lodging,5. Non Primer
CLEO.JK,Sariguna Primatirta Tbk.,Stock,Indonesia,Consumer Defensive,Beverages - Non-Alcoholic,4. Konsumen Primer
CLPI.JK,Colorpak Indonesia Tbk.,Stock,Indonesia,Basic Materials,Specialty Chemicals,2. Basic Materials
CMNP.JK,Citra Marga Nusaphala Persada,Stock,Indonesia,Industrials,Infrastructure Operations,10. Infrastructure
CMNT.JK,Cemindo Gemilang Tbk.,Stock,Indonesia,Basic Materials,Building Materials,2. Basic Materials
CMPP.JK,AirAsia Indonesia Tbk.,Stock,Indonesia,Industrials,Airlines,11. Transportation
CMRY.JK,Cisarua Mountain Dairy Tbk.,Stock,Indonesia,Consumer Defensive,Packaged Foods,4. Konsumen Primer
CNKO.JK,Exploitasi Energi Indonesia Tb,Stock,Indonesia,Energy,Thermal Coal,1. Energy
CNMA.JK,Nusantara Sejahtera Raya Tbk.,Stock,Indonesia,Communication Services,Entertainment,10. Infrastructure
CNTX.JK,Century Textile Industry Tbk.,Stock,Indonesia,Consumer Cyclical,Textile Manufacturing,5. Non Primer
COAL.JK,Black Diamond Resources Tbk.,Stock,Indonesia,Energy,Thermal Coal,1. Energy
COCO.JK,Wahana Interfood Nusantara Tbk,Stock,Indonesia,Consumer Defensive,Confectioners,4. Konsumen Primer
COWL.JK,Cowell Development Tbk.,Stock,Indonesia,,,Unknown
CPIN.JK,Charoen Pokphand Indonesia Tbk,Stock,Indonesia,Consumer Defensive,Farm Products,4. Konsumen Primer
CPRI.JK,Capri Nusa Satu Properti Tbk.,Stock,Indonesia,,,Unknown
CPRO.JK,Central Proteina Prima Tbk.,Stock,Indonesia,Consumer Defensive,Farm Products,4. Konsumen Primer
CRAB.JK,Toba Surimi Industries Tbk.,Stock,Indonesia,Consumer Defensive,Packaged Foods,4. Konsumen Primer
CRSN.JK,Carsurin Tbk.,Stock,Indonesia,Industrials,Specialty Business Services,3. Industrials
CSAP.JK,Catur Sentosa Adiprana Tbk.,Stock,Indonesia,Industrials,Industrial Distribution,3. Industrials
CSIS.JK,Cahayasakti Investindo Sukses,Stock,Indonesia,Real Estate,Real Estate - Development,8. Property
CSMI.JK,Cia Selera Murni Tbk.,Stock,Indonesia,Consumer Cyclical,Restaurants,5. Non Primer
CSRA.JK,Cisadane Sawit Raya Tbk.,Stock,Indonesia,Consumer Defensive,Farm Products,4. Konsumen Primer
CTBN.JK,Citra Tubindo Tbk.,Stock,Indonesia,Energy,Oil & Gas Equipment & Services,1. Energy
CTRA.JK,Ciputra Development Tbk.,Stock,Indonesia,Real Estate,Real Estate - Development,8. Property
CTTH.JK,Citatah Tbk.,Stock,Indonesia,Basic Materials,Building Materials,2. Basic Materials
CUAN.JK,Petrindo Jaya Kreasi Tbk.,Stock,Indonesia,Energy,Thermal Coal,1. Energy
CYBR.JK,ITSEC Asia Tbk.,Stock,Indonesia,Technology,Software - Infrastructure,9. Technology
DAAZ.JK,Daaz Bara Lestari Tbk.,Stock,Indonesia,Basic Materials,Other Industrial Metals & Mining,2. Basic Materials
DADA.JK,Diamond Citra Propertindo Tbk.,Stock,Indonesia,Real Estate,Real Estate Services,8. Property
DART.JK,Duta Anggada Realty Tbk.,Stock,Indonesia,Real Estate,Real Estate Services,8. Property
DATA.JK,Remala Abadi Tbk.,Stock,Indonesia,Communication Services,Telecom Services,10. Infrastructure
DAYA.JK,Duta Intidaya Tbk.,Stock,Indonesia,Consumer Cyclical,Specialty Retail,5. Non Primer
DCII.JK,DCI Indonesia Tbk.,Stock,Indonesia,Real Estate,Real Estate Services,8. Property
DEAL.JK,Dewata Freightinternational Tb,Stock,Indonesia,,,Unknown
DEFI.JK,Danasupra Erapacific Tbk.,Stock,Indonesia,Financial Services,Credit Services,7. Finance
